20160505,701.4300,702.3200,695.7200,697.7000,1683500
20160506,711.1200,711.8600,698.1070,698.3800,1826100
20160509,712.9000,718.7100,710.0000,712.0000,1510300
20160510,723.1800,723.5000,715.7200,716.7500,1569600
20160511,715.2900,724.4800,712.8000,723.4100,1692100
20160512,713.3100,719.2500,709.0000,717.0600,1360700
20160513,710.8300,716.6620,709.2600,711.9300,1314500
20160516,716.4900,718.4800,705.6500,709.1300,1317100
20160517,706.2300,721.5200,704.1100,715.9900,2001200
20160518,706.6300,711.6000,700.6300,703.6700,1766800
20160519,700.3200,706.0000,696.8000,702.3600,1670200
20160520,709.7400,714.5800,700.5200,701.6200,1828400
20160523,704.2400,711.4780,704.1800,706.5300,1330700
20160524,720.0900,720.9700,706.8600,706.8600,1929500
20160525,725.2700,727.5100,719.7050,720.7600,1629200
20160526,724.1200,728.3300,720.2800,722.8700,1576300
20160527,732.6600,733.9360,724.0000,724.0100,1974000
20160531,735.7200,739.7300,731.2600,731.7400,2129500
20160601,734.1500,737.2100,730.6600,734.5300,1253600
20160602,730.4000,733.0200,724.1700,732.5000,1341800
20160603,722.3400,729.4900,720.5600,729.2700,1226300
20160606,716.5500,724.9100,714.6100,724.9100,1565300
20160607,716.6500,721.9800,716.5500,719.8400,1336200
20160608,728.2800,728.5700,720.5800,723.9600,1583700
20160609,728.5800,729.5400,722.3360,722.8700,988900
20160610,719.4100,725.8900,716.4300,719.4700,1216400
20160613,718.3600,725.4400,716.5100,716.5100,1258900
20160614,718.2700,722.4700,713.1200,716.4800,1306100
20160615,718.9200,722.9800,717.3100,719.0000,1214500
20160616,710.3600,716.6500,703.2600,714.9100,1982500
20160617,691.7200,708.8200,688.4520,708.6500,3402400
20160620,693.7100,702.4800,693.4100,698.7700,2082500
20160621,695.9400,702.7700,692.0100,698.4000,1465600
20160622,697.4600,700.8600,693.0820,699.0600,1184300
20160623,701.8700,701.9500,687.0000,697.4500,2171400
20160624,675.2200,689.4000,673.4500,675.1700,4449000
20160627,668.2600,672.3000,663.2840,671.0000,2629000
20160628,680.0400,680.3300,673.0000,678.9700,2173800
20160629,684.1100,687.4290,681.4100,683.0000,1932600
20160630,692.1000,692.3200,683.6500,685.4700,1597700
20160701,699.2100,700.6500,692.1300,692.2000,1344700
20160705,694.9500,696.9400,688.8800,696.0600,1462600
20160706,697.7700,701.6800,689.0900,689.9800,1411900
20160707,695.3600,698.2000,688.2150,698.0800,1304200
20160708,705.6300,705.7100,696.4350,699.5000,1575200
20160711,715.0900,716.5100,707.2400,708.0500,1111800
20160712,720.6400,722.9400,715.9100,719.1200,1336900
20160713,716.9800,724.0000,716.8500,723.6200,935900
20160714,720.9500,722.2100,718.0300,721.5800,950200
20160715,719.8500,725.7400,719.0550,725.7300,1279300
20160718,733.7800,736.1300,721.1900,722.7100,1295500
20160719,736.9600,736.9900,729.0000,729.8900,1227500
20160720,741.1900,742.1300,737.1000,737.3300,1289700
20160721,738.6300,741.6900,735.8310,740.3600,1026300
20160722,742.7400,743.2400,736.5600,741.8600,1259800
20160725,739.7700,742.6100,737.5000,740.6700,1032400
20160726,738.4200,741.6900,734.2700,739.0400,1186700
20160727,741.7700,744.4600,737.0000,738.2800,1512500
20160728,745.9100,748.6500,739.3000,747.0400,3530200
20160729,768.7900,778.5500,766.7700,772.7100,3841500
20160801,772.8800,780.4300,761.0900,761.0900,2700500
20160802,771.0700,775.8400,767.8500,768.6900,1784500
20160803,773.1800,773.2100,766.8200,767.1800,1287400
20160804,771.6100,774.0700,768.7950,772.2200,1140300
20160805,782.2200,783.0400,772.3400,773.7800,1801200
20160808,781.7600,782.6300,778.0910,782.0000,1107900
20160809,784.2600,788.9400,780.5700,781.1000,1318900
20160810,784.6800,786.8120,782.7780,783.7500,786400
20160811,784.8500,789.7500,782.9700,785.0000,975100
20160812,783.2200,783.3950,780.4000,781.5000,740500
20160815,782.4400,787.4900,780.1100,783.7500,938200
20160816,777.1400,780.9800,773.4440,780.3000,1028000
20160817,779.9100,780.8100,773.5300,777.3200,924200
20160818,777.5000,782.8600,777.0000,780.0100,719400
20160819,775.4200,777.1000,773.1300,775.0000,861500
20160822,772.1500,774.5400,770.0500,773.2700,951400
20160823,772.0800,776.4400,771.7850,775.4800,928200
20160824,769.6400,774.5000,767.0700,770.5800,1072000
20160825,769.4100,771.8900,763.1850,767.0000,926900
20160826,769.5400,776.0800,765.8500,769.0000,1166700
20160829,772.1500,774.9900,766.6150,768.7400,847600
20160830,769.0900,774.4660,766.8400,769.3300,1130000
20160831,767.0500,769.0900,765.3800,767.0100,1248600
20160901,768.7800,771.0200,764.3000,769.2500,925100
20160902,771.4600,773.9200,768.4100,773.0100,1072700
20160906,780.0800,782.0000,771.0000,773.4500,1442800
20160907,780.3500,782.7300,776.2000,780.0000,893700
20160908,775.3200,780.3500,773.5800,778.5900,1270300
20160909,759.6600,773.2450,759.6600,770.1000,1885500
20160912,769.0200,770.2900,754.0000,755.1300,1311000
20160913,759.6900,766.2200,755.8000,764.4800,1395000
20160914,762.4900,767.6800,759.1100,759.6100,1087400
20160915,771.7600,773.8000,759.9600,762.8900,1305100
20160916,768.8800,769.7500,764.6600,769.7500,2049300
20160919,765.7000,774.0000,764.4410,772.4200,1172800
20160920,771.4100,773.3300,768.5300,769.0000,978600
20160921,776.2200,777.1600,768.3010,772.6600,1167800
20160922,787.2100,789.8500,778.4400,780.0000,1486200
20160923,786.9000,788.9300,784.1500,786.5900,1411900
20160926,774.2100,782.7400,773.0700,782.7400,1533200
20160927,783.0100,785.9900,774.3080,775.5000,1153200
20160928,781.5600,781.8100,774.9700,777.8500,1109800
20160929,775.0100,785.8000,774.2320,781.4400,1314700
20160930,777.2900,780.9400,774.0900,776.3300,1585300
20161003,772.5600,776.0650,769.5000,774.2500,1278800
20161004,776.4300,778.7100,772.8900,776.0300,1201400
20161005,776.4700,782.0700,775.6500,779.3100,1461200
20161006,776.8600,780.4800,775.5400,779.0000,1070700
20161007,775.0800,779.6600,770.7500,779.6600,933200
20161010,785.9400,789.3800,775.8700,777.7100,1174900
20161011,783.0700,792.2800,780.5800,786.6600,1372500
20161012,786.1400,788.1300,782.0600,783.7600,937400
20161013,778.1900,781.2200,773.0000,781.2200,1365300
20161014,778.5300,783.9500,776.0000,781.6500,852500
20161017,779.9600,785.8500,777.5000,779.8000,1093000
20161018,795.2600,801.6100,785.5650,787.8500,2056900
20161019,801.5000,804.6000,798.0300,798.2400,1766800
20161020,796.9700,803.9700,796.0300,803.3000,1757500
20161021,799.3700,799.5000,794.0000,795.0000,1266200
20161024,813.1100,815.1800,804.8200,804.9000,1697500
20161025,807.6700,816.6800,805.1400,816.6800,1576400
20161026,799.0700,806.9800,796.3200,806.3400,1647700
20161027,795.3500,803.4900,791.5000,801.0000,2749200
20161028,795.3700,815.4900,793.5900,808.3500,4269900
20161031,784.5400,796.8600,784.0000,795.4700,2427300
20161101,783.6100,789.4900,775.5400,782.8900,2406400
20161102,768.7000,781.6500,763.4500,778.2000,1872400
20161103,762.1300,769.9500,759.0300,767.2500,1943200
20161104,762.0200,770.3600,750.5610,750.6600,2134800
20161107,782.5200,785.1900,772.5500,774.5000,1585100
20161108,790.5100,795.6330,780.1900,783.4000,1350800
20161109,785.3100,791.2270,771.6700,779.9400,2602700
20161110,762.5600,791.1700,752.1800,791.1700,4740100
20161111,754.0200,760.7800,750.3800,756.5400,2394000
20161114,736.0800,757.8500,727.5400,755.6000,3631700
20161115,758.4900,764.4160,746.9700,746.9700,2341200
20161116,764.4800,766.3600,750.5100,755.2000,1465200
20161117,771.2300,772.7000,764.2300,766.9200,1287000
20161118,760.5400,775.0000,760.0000,771.3700,1526200
20161121,769.2000,769.7000,760.6000,762.6100,1323000
20161122,768.2700,776.9600,767.0000,772.6300,1591800
20161123,760.9900,768.2830,755.2500,767.7300,1477400
20161125,761.6800,765.0000,760.5200,764.2600,586000
20161128,768.2400,779.5300,759.8000,760.0000,2172200
20161129,770.8400,778.5000,768.2400,771.5300,1604500
20161130,758.0400,772.9900,754.8300,770.0700,2365800
20161201,747.9200,759.8500,737.0250,757.4400,2996900
20161202,750.5000,754.0000,743.1000,744.5900,1448700
20161205,762.5200,763.9000,752.9000,757.7100,1382900
20161206,759.1100,768.8300,757.3400,764.7300,1632800
20161207,771.1900,771.3600,755.8000,761.0000,1750800
20161208,776.4200,778.1800,767.2300,772.4800,1448200
20161209,789.2900,789.4300,779.0210,780.0000,1780500
20161212,789.2700,791.2500,784.3550,785.0400,2097100
20161213,796.1000,804.3800,793.3400,793.9000,2119800
20161214,797.0700,804.0000,794.0100,797.4000,1664500
20161215,797.8500,803.0000,792.9200,797.3400,1623700
20161216,790.8000,800.8560,790.2900,800.4000,2428300
20161219,794.2000,797.6600,786.2700,790.2200,1225900
20161220,796.4200,798.6500,793.2700,796.7600,925100
20161221,794.5600,796.6760,787.1000,795.8400,1208700
20161222,791.2600,793.3200,788.5800,792.3600,969100
20161223,789.9100,792.7400,787.2800,790.9000,623400
20161227,791.5500,797.8600,787.6570,790.6800,789100
20161228,785.0500,794.2300,783.2000,793.7000,1132700
20161229,782.7900,785.9300,778.9200,783.3300,742200
20161230,771.8200,782.7800,770.4100,782.7500,1760200
20170103,786.1400,789.6300,775.8000,778.8100,1643100
20170104,786.9000,791.3400,783.1600,788.3600,1065400
20170105,794.0200,794.4800,785.0200,786.0800,1315400
20170106,806.1500,807.9000,792.2040,795.2600,1620500
20170109,806.6500,809.9660,802.8300,806.4000,1272400
20170110,804.7900,809.1300,803.5100,807.8600,1174300
20170111,807.9100,808.1500,801.3700,805.0000,1057900
20170112,806.3600,807.3900,799.1700,807.1400,1351000
20170113,807.8800,811.2240,806.6900,807.4800,1090100
20170117,804.6100,807.1400,800.3700,807.0800,1355800
20170118,806.0700,806.2050,800.9900,805.8100,1293300
20170119,802.1750,809.4800,801.8000,805.1200,912000
20170120,805.0200,806.9100,801.6900,806.9100,1645000
20170123,819.3100,820.8700,803.7400,807.2500,1901600
20170124,823.8700,825.9000,817.8210,822.3000,1461000
20170125,835.6700,835.7700,825.0600,829.6200,1494500
20170126,832.1500,838.0000,827.0100,837.8100,2734400
20170127,823.3100,841.9500,820.4400,834.7100,2951800
20170130,802.3200,815.8400,799.8000,814.6600,3228900
20170131,796.7900,801.2500,790.5200,796.8600,2143500
20170201,795.6950,801.1900,791.1900,799.6800,2023300
20170202,798.5300,802.7000,792.0000,793.8000,1525800
20170203,801.4900,806.0000,800.3700,802.9900,1460400
20170206,801.3400,801.6700,795.2500,799.7000,1174200
20170207,806.9700,810.5000,801.7800,803.9900,1235200
20170208,808.3800,811.8400,803.1900,807.0000,1155300
20170209,809.5600,810.6600,804.5400,809.5100,989700
20170210,813.6700,815.2500,809.7800,811.7000,1129100
20170213,819.2400,820.9590,815.4900,816.0000,1198100
20170214,820.4500,823.0000,816.0000,819.0000,1053600
20170215,818.9800,823.0000,818.4700,819.3600,1304000
20170216,824.1600,824.4000,818.9800,819.9300,1281700
20170217,828.0700,828.0700,821.6550,823.0200,1597800
20170221,831.6600,833.4500,828.3500,828.6600,1247700
20170222,830.7600,833.2500,828.6400,828.6600,982900
20170223,831.3300,832.4600,822.8800,830.1200,1470100
20170224,828.6400,829.0000,824.2000,827.7300,1386600
